City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
485,Itoman,26.1247,127.6694,64.42,55,40,13.8,JP,2022-01-31 06:46:19,scattered clouds
486,Bulgan,48.8125,103.5347,5.74,73,8,1.59,MN,2022-01-31 06:47:40,clear sky
487,Homer,59.6425,-151.5483,16.77,92,0,3.44,US,2022-01-31 06:47:40,clear sky
488,Abay,49.6311,72.8539,16.18,93,99,9.95,KZ,2022-01-31 06:47:41,overcast clouds
489,Znamenskoye,57.1281,73.8282,12.63,91,100,8.12,RU,2022-01-31 06:47:42,overcast clouds
490,Muros,42.7762,-9.0603,48.83,86,2,11.16,ES,2022-01-31 06:47:42,clear sky
491,Ulkan,57.243,107.3223,7.92,85,100,1.59,RU,2022-01-31 06:47:42,overcast clouds
492,Rawson,-43.3002,-65.1023,57.88,34,100,14.56,AR,2022-01-31 06:47:43,overcast clouds
493,Candido Mendes,-1.4467,-45.7167,71.73,96,100,2.19,BR,2022-01-31 06:47:43,overcast clouds
494,Yachimata,35.65,140.3167,49.8,25,20,16.11,JP,2022-01-31 06:47:43,few clouds
495,Kristiinankaupunki,62.2743,21.376,15.33,91,89,12.44,FI,2022-01-31 06:47:44,overcast clouds
496,Mountain Home,43.133,-115.6912,27.79,100,75,21.85,US,2022-01-31 06:43:27,broken clouds
497,Chapais,49.7834,-74.8492,-15.02,100,100,2.91,CA,2022-01-31 06:47:45,overcast clouds
498,Prince Rupert,54.3161,-130.3201,37.09,93,100,4.61,CA,2022-01-31 06:45:17,light rain
499,Pingyin,36.2831,116.4453,42.1,15,0,15.68,CN,2022-01-31 06:48:45,clear sky
500,Anqing,30.5092,117.0506,45.72,56,100,4.54,CN,2022-01-31 06:48:46,light rain
501,Sakakah,29.9697,40.2064,51.37,43,100,17.47,SA,2022-01-31 06:48:47,overcast clouds
502,Trincomalee,8.5711,81.2335,81.99,66,94,11.79,LK,2022-01-31 06:48:47,overcast clouds
503,Macau,22.2006,113.5461,57.92,67,40,19.57,MO,2022-01-31 06:48:48,scattered clouds
504,Tacna,-18.0056,-70.2483,62.65,85,72,1.74,PE,2022-01-31 06:48:48,broken clouds
505,Lamu,-2.2717,40.902,82.62,70,80,8.66,KE,2022-01-31 06:48:48,broken clouds
506,Elliot,-31.3333,27.85,73.89,53,85,5.12,ZA,2022-01-31 06:48:49,overcast clouds
507,Rio Gallegos,-51.6226,-69.2181,46.45,66,0,13.8,AR,2022-01-31 06:48:49,clear sky
508,Karratha,-20.7377,116.8463,92.86,51,100,22.41,AU,2022-01-31 06:48:50,overcast clouds
509,Waltershausen,50.9,10.5667,36.23,93,100,18.59,DE,2022-01-31 06:48:50,snow
510,Kargil,34.5667,76.1,15.35,83,100,2.13,IN,2022-01-31 06:48:50,overcast clouds
511,Iskateley,67.6803,53.1512,10.31,94,100,11.27,RU,2022-01-31 06:48:51,overcast clouds
512,Jacqueville,5.2052,-4.4146,78.71,83,78,3.67,CI,2022-01-31 06:48:51,broken clouds
513,Cimislia,46.52,28.7842,40.64,68,21,10.74,MD,2022-01-31 06:48:51,light rain
514,Hokitika,-42.7167,170.9667,66.45,65,98,3.51,NZ,2022-01-31 06:48:52,overcast clouds
515,Safaga,26.7292,33.9365,53.55,38,0,10.69,EG,2022-01-31 06:48:52,clear sky
516,Namatanai,-3.6667,152.4333,83.05,76,53,4.7,PG,2022-01-31 06:48:53,light rain
517,Husavik,66.0449,-17.3389,21.11,66,100,13.62,IS,2022-01-31 06:48:53,overcast clouds
518,Basco,20.4487,121.9702,70.43,72,100,26.17,PH,2022-01-31 06:48:53,overcast clouds
519,Flin Flon,54.7682,-101.865,4.08,97,91,5.44,CA,2022-01-31 06:46:11,overcast clouds
520,Ginir,7.1333,40.7,66.78,21,99,6.64,ET,2022-01-31 06:48:54,overcast clouds
521,Da Nang,16.0678,108.2208,71.58,88,75,9.22,VN,2022-01-31 06:47:50,broken clouds
522,La Cruz,23.9167,-106.9,62.91,58,11,5.53,MX,2022-01-31 06:48:54,few clouds
523,Carutapera,-1.195,-46.02,73.29,95,100,3.62,BR,2022-01-31 06:48:54,light rain
524,Sao Filipe,14.8961,-24.4956,71.49,75,100,13.02,CV,2022-01-31 06:48:55,overcast clouds
525,Ulladulla,-35.35,150.4667,79.88,79,76,10.38,AU,2022-01-31 06:48:55,light rain
526,Palmer,42.1584,-72.3287,10.02,81,75,3.44,US,2022-01-31 06:48:56,broken clouds
527,Los Llanos De Aridane,28.6585,-17.9182,56.95,65,0,8.99,ES,2022-01-31 06:48:56,clear sky
528,Aklavik,68.2191,-135.0107,4.03,82,100,12.35,CA,2022-01-31 06:48:56,overcast clouds
529,Naron,43.5167,-8.1528,47.05,84,8,9.48,ES,2022-01-31 06:48:57,clear sky
530,Hit,33.6416,42.8251,53.26,47,25,7.43,IQ,2022-01-31 06:48:58,scattered clouds
531,Bushehr,28.9684,50.8385,62.62,41,0,9.22,IR,2022-01-31 06:48:58,clear sky
532,Guiglo,6.5456,-7.4966,61.12,39,0,0.89,CI,2022-01-31 06:48:59,clear sky
533,Bajil,15.0584,43.2851,78.44,62,6,3.69,YE,2022-01-31 06:48:59,clear sky
534,Graham,47.0529,-122.2943,40.28,91,75,1.01,US,2022-01-31 06:48:59,broken clouds
535,Benguela,-12.5763,13.4055,76.15,79,100,2.71,AO,2022-01-31 06:49:00,overcast clouds
536,Visby,57.6409,18.296,32.22,69,75,17.27,SE,2022-01-31 06:49:00,broken clouds
537,Morehead,37.2711,-87.1764,31.14,84,0,0.0,US,2022-01-31 06:49:00,clear sky
538,Cockburn Town,21.4612,-71.1419,73.27,82,100,18.9,TC,2022-01-31 06:49:01,overcast clouds
539,Saint-Louis,16.3333,-15.0,76.64,15,100,7.4,SN,2022-01-31 06:49:02,overcast clouds
540,Orlik,52.5178,99.825,-0.78,74,21,0.2,RU,2022-01-31 06:49:02,few clouds
541,Panjab,34.388,67.0233,20.21,87,82,3.27,AF,2022-01-31 06:49:03,broken clouds
542,Waddan,29.1614,16.139,45.79,76,0,4.81,LY,2022-01-31 06:49:03,clear sky
543,Burns Lake,54.2331,-125.7533,11.62,99,96,2.37,CA,2022-01-31 06:49:04,overcast clouds
544,Manokwari,-0.8667,134.0833,78.57,73,100,14.41,ID,2022-01-31 06:49:04,overcast clouds
545,Dunedin,-45.8742,170.5036,62.96,85,72,10.16,NZ,2022-01-31 06:49:05,broken clouds
546,Sidvokodvo,-26.6282,31.4202,78.48,74,54,2.95,SZ,2022-01-31 06:49:05,broken clouds
547,Coihueco,-36.6167,-71.8333,54.27,59,0,5.75,CL,2022-01-31 06:50:05,clear sky
548,Paita,-5.0892,-81.1144,70.54,82,100,9.06,PE,2022-01-31 06:50:06,overcast clouds
549,Kurilsk,45.2333,147.8833,19.72,66,99,17.2,RU,2022-01-31 06:50:06,overcast clouds
550,Camacha,33.0833,-16.3333,61.56,82,20,21.85,PT,2022-01-31 06:50:06,few clouds
551,Yanam,16.7333,82.2167,82.8,34,2,3.06,IN,2022-01-31 06:50:07,clear sky
552,Bairnsdale,-37.8333,147.6167,87.46,81,34,5.01,AU,2022-01-31 06:50:07,scattered clouds
553,Sicamous,50.8331,-118.9856,34.2,98,100,5.59,CA,2022-01-31 06:50:07,snow
554,Dong Xoai,11.5333,106.9167,96.75,32,31,6.02,VN,2022-01-31 06:45:20,scattered clouds
555,Burdur,37.7203,30.2908,30.9,100,100,6.91,TR,2022-01-31 06:50:08,snow
556,Izhma,65.0083,53.9113,2.5,96,99,5.99,RU,2022-01-31 06:50:08,overcast clouds
557,Taltal,-25.4,-70.4833,63.07,83,62,2.44,CL,2022-01-31 06:50:09,broken clouds
558,Melfi,40.9965,15.6514,42.4,90,0,6.44,IT,2022-01-31 06:50:09,clear sky
559,Mattru,7.6244,-11.8332,69.75,98,52,2.17,SL,2022-01-31 06:50:09,broken clouds
560,Riviere-Au-Renard,48.9957,-64.3971,6.8,94,100,6.15,CA,2022-01-31 06:48:33,overcast clouds
561,Namibe,-15.1961,12.1522,70.43,83,20,9.22,AO,2022-01-31 06:50:10,few clouds
562,Kiunga,-6.1219,141.2906,86.72,66,100,2.01,PG,2022-01-31 06:50:10,overcast clouds
563,Saint-Leu,-21.15,55.2833,85.03,74,46,14.47,RE,2022-01-31 06:50:11,scattered clouds
564,Praya,14.9215,-23.5087,68.54,83,75,18.41,CV,2022-01-31 06:50:11,broken clouds
565,Urusha,54.05,122.9,6.39,67,99,5.75,RU,2022-01-31 06:50:11,overcast clouds
566,Alta Floresta,-9.8756,-56.0861,69.28,99,100,2.73,BR,2022-01-31 06:50:12,light rain
567,Zilair,52.2332,57.4392,23.41,94,100,9.28,RU,2022-01-31 06:50:12,overcast clouds
568,Tessalit,20.1986,1.0114,61.97,18,27,9.33,ML,2022-01-31 06:50:13,scattered clouds
569,Alugan,12.2188,125.4808,82.71,70,30,7.94,PH,2022-01-31 06:50:13,scattered clouds
570,Porto San Giorgio,43.1827,13.7934,47.17,65,9,6.6,IT,2022-01-31 06:50:13,clear sky
571,Kawalu,-7.3817,108.2082,83.86,72,100,1.86,ID,2022-01-31 06:50:14,overcast clouds
572,Ushumun,52.7833,126.5333,7.23,74,26,7.74,RU,2022-01-31 06:50:14,scattered clouds
573,Ghanzi,-21.5667,21.7833,70.38,80,97,16.8,BW,2022-01-31 06:50:14,light rain
574,San Patricio,28.017,-97.5169,64.38,82,100,11.86,US,2022-01-31 06:50:15,overcast clouds
575,Wattegama,6.7989,81.4808,81.52,71,61,9.98,LK,2022-01-31 06:50:15,broken clouds
576,Raga,8.4596,25.678,71.31,15,1,9.51,SS,2022-01-31 06:50:15,clear sky
577,Mogadishu,2.0371,45.3438,82.27,69,40,14.97,SO,2022-01-31 06:50:16,scattered clouds
578,Nenjiang,49.1833,125.2167,6.94,88,17,3.18,CN,2022-01-31 06:50:16,few clouds
579,Ko Samui,9.5357,99.9357,87.71,62,20,12.66,TH,2022-01-31 06:50:17,few clouds
580,Bubaque,11.2833,-15.8333,77.14,66,3,5.53,GW,2022-01-31 06:50:17,clear sky
581,Inhambane,-23.865,35.3833,82.38,69,20,5.99,MZ,2022-01-31 06:50:17,few clouds
582,Stokmarknes,68.5646,14.9108,30.18,80,75,19.57,NO,2022-01-31 06:50:18,light shower snow
583,Boulsa,12.6675,-0.5758,65.43,17,1,10.65,BF,2022-01-31 06:50:18,clear sky
584,Yulara,-25.2406,130.9889,80.44,74,75,21.85,AU,2022-01-31 06:50:18,broken clouds
585,High Level,58.5169,-117.136,-3.89,77,40,17.27,CA,2022-01-31 06:50:19,scattered clouds
586,North Branch,45.5113,-92.9802,15.12,91,40,6.26,US,2022-01-31 06:50:19,scattered clouds
587,Belyy Yar,53.6039,91.3903,-5.91,77,40,0.0,RU,2022-01-31 06:50:19,mist
588,Batemans Bay,-35.7167,150.1833,80.2,77,89,7.96,AU,2022-01-31 06:50:20,overcast clouds
589,Luanda,-8.8368,13.2343,78.08,80,100,6.71,AO,2022-01-31 06:45:29,light rain
590,Aripuana,-9.1667,-60.6333,70.63,100,100,1.25,BR,2022-01-31 06:50:20,light rain
591,Shingu,33.7333,135.9833,47.91,39,7,9.31,JP,2022-01-31 06:50:21,clear sky
592,Luancheng,37.8792,114.6517,41.16,16,0,13.22,CN,2022-01-31 06:50:21,clear sky
593,Zelenoborsk,61.4669,64.0333,5.29,91,100,2.77,RU,2022-01-31 06:50:21,overcast clouds
594,Faya,18.3851,42.4509,60.91,41,4,10.2,SA,2022-01-31 06:50:22,clear sky
595,Akdagmadeni,39.6603,35.8836,28.94,96,100,2.1,TR,2022-01-31 06:51:22,light snow
596,Gura Humorului,47.55,25.9,36.73,69,21,11.27,RO,2022-01-31 06:51:22,few clouds
597,Muncar,-8.4333,114.3333,85.39,67,100,8.9,ID,2022-01-31 06:51:23,overcast clouds
598,Ekhabi,53.5102,142.9671,6.35,91,100,23.73,RU,2022-01-31 06:51:23,overcast clouds
599,Kamogawa,35.1,140.1,48.25,34,83,6.24,JP,2022-01-31 06:51:23,broken clouds
600,Lata,40.1629,-8.3327,36.01,50,1,3.94,PT,2022-01-31 06:51:24,clear sky
601,Kindersley,51.4668,-109.1682,26.38,80,100,11.5,CA,2022-01-31 06:51:24,overcast clouds
602,Anadyr,64.75,177.4833,-1.7,78,0,4.47,RU,2022-01-31 06:51:25,clear sky
603,Morondava,-20.2833,44.2833,85.05,63,0,5.01,MG,2022-01-31 06:51:25,clear sky
604,Lublin,51.0,23.0,33.39,82,95,19.95,PL,2022-01-31 06:51:25,light snow
605,Nanga Eboko,4.6833,12.3667,67.98,27,100,2.64,CM,2022-01-31 06:51:26,overcast clouds
606,Qui Nhon,13.7667,109.2333,78.64,73,27,9.04,VN,2022-01-31 06:47:59,scattered clouds
607,North Bend,43.4065,-124.2243,45.95,99,100,8.05,US,2022-01-31 06:51:26,overcast clouds
608,Marica,-22.9194,-42.8186,76.86,95,100,5.68,BR,2022-01-31 06:51:26,overcast clouds
609,Kashi,39.4547,75.9797,33.01,34,40,6.71,CN,2022-01-31 06:51:27,light snow
610,Imamoglu,37.2651,35.6572,45.63,92,100,6.87,TR,2022-01-31 06:51:27,overcast clouds
611,Abu Dhabi,24.4667,54.3667,69.96,76,0,3.44,AE,2022-01-31 06:51:27,clear sky
612,Northam,51.0333,-4.2167,46.02,79,100,23.55,GB,2022-01-31 06:51:28,overcast clouds
613,Jieshi,22.8134,115.8257,54.95,61,100,12.97,CN,2022-01-31 06:51:28,overcast clouds
614,Venado,22.9333,-101.0833,52.56,52,30,1.36,MX,2022-01-31 06:51:28,scattered clouds
615,Evensk,61.95,159.2333,19.2,82,100,14.16,RU,2022-01-31 06:51:29,overcast clouds
616,Suba,10.8438,121.0102,81.64,79,98,18.68,PH,2022-01-31 06:51:29,overcast clouds
617,Vardo,70.3705,31.1107,29.21,75,37,12.64,NO,2022-01-31 06:51:30,scattered clouds
618,Patterson,37.4716,-121.1297,50.56,86,100,2.01,US,2022-01-31 06:51:30,overcast clouds
619,Lasa,46.6166,10.7002,40.46,44,95,4.72,IT,2022-01-31 06:51:30,overcast clouds
620,Abha,18.2164,42.5053,60.62,44,0,10.36,SA,2022-01-31 06:49:01,clear sky
621,Bowen,-20.0167,148.2333,82.62,72,12,13.78,AU,2022-01-31 06:51:31,few clouds
622,Provost,52.3501,-110.2683,20.48,89,100,7.05,CA,2022-01-31 06:51:31,overcast clouds
623,Rahatgarh,23.7833,78.3667,76.37,21,0,9.04,IN,2022-01-31 06:51:32,clear sky
624,Kloulklubed,7.0419,134.2556,82.58,68,100,13.73,PW,2022-01-31 06:51:32,overcast clouds
625,Cacu,-18.5567,-51.1308,69.8,95,100,9.19,BR,2022-01-31 06:48:55,light rain
626,Usinsk,65.9939,57.5281,3.43,96,100,10.25,RU,2022-01-31 06:51:32,overcast clouds
627,Zhigansk,66.7697,123.3711,-30.53,100,95,2.62,RU,2022-01-31 06:51:33,overcast clouds
628,Sechura,-5.5569,-80.8222,70.7,79,100,7.25,PE,2022-01-31 06:51:33,overcast clouds
629,Lakatoro,-16.0999,167.4164,81.84,83,100,8.93,VU,2022-01-31 06:51:34,overcast clouds
630,Scottsbluff,41.8666,-103.6672,29.52,79,0,3.44,US,2022-01-31 06:51:34,clear sky
631,Sokoni,-6.4333,39.55,82.69,75,100,10.31,TZ,2022-01-31 06:51:34,overcast clouds
632,Jijiga,9.35,42.8,69.84,6,92,6.2,ET,2022-01-31 06:51:35,overcast clouds
633,Champua,22.0833,85.6667,76.21,22,4,4.18,IN,2022-01-31 06:51:35,clear sky
634,Rexburg,43.826,-111.7897,5.43,70,0,3.44,US,2022-01-31 06:51:35,clear sky
635,Sanger,36.708,-119.556,52.0,81,0,0.0,US,2022-01-31 06:50:21,haze
636,Qatana,33.4354,36.0815,44.22,67,100,3.56,SY,2022-01-31 06:47:09,overcast clouds
637,Vzmorye,54.6961,20.2361,35.69,68,100,14.76,RU,2022-01-31 06:51:36,overcast clouds
638,Payakumbuh,-0.2202,100.6308,81.21,69,100,3.33,ID,2022-01-31 06:51:36,light rain
639,Gurjaani,41.7429,45.8011,43.27,36,6,3.36,GE,2022-01-31 06:51:37,clear sky
640,Ostrovnoy,68.0531,39.5131,6.46,96,80,8.88,RU,2022-01-31 06:51:37,broken clouds
641,Belaya Gora,68.5333,146.4167,-27.85,100,39,0.81,RU,2022-01-31 06:51:37,scattered clouds
642,Carmen,18.6333,-91.8333,69.19,74,0,11.81,MX,2022-01-31 06:52:38,clear sky
643,Aksha,50.2814,113.2867,9.3,67,81,9.51,RU,2022-01-31 06:52:38,broken clouds
644,Khandyga,62.6667,135.6,-26.34,99,100,1.36,RU,2022-01-31 06:52:38,overcast clouds
645,Hualmay,-11.0964,-77.6139,69.48,87,100,5.35,PE,2022-01-31 06:52:39,overcast clouds
646,Nordby,55.446,8.3979,37.4,92,75,1.99,DK,2022-01-31 06:52:39,broken clouds
647,Camopi,3.1655,-52.3158,69.48,100,73,0.65,GF,2022-01-31 06:52:39,broken clouds
648,Kavaratti,10.5669,72.642,81.45,73,0,8.63,IN,2022-01-31 06:52:40,clear sky
649,Hay River,60.8156,-115.7999,-11.22,77,75,12.66,CA,2022-01-31 06:52:40,light snow
650,Port Keats,-14.25,129.55,83.12,78,38,25.05,AU,2022-01-31 06:52:40,scattered clouds
651,Bay Roberts,47.5999,-53.2648,36.34,82,29,3.0,CA,2022-01-31 06:52:41,scattered clouds
652,Lashio,22.9333,97.75,72.03,29,0,5.44,MM,2022-01-31 06:52:41,clear sky
653,Kadom,54.5592,42.4675,27.25,96,100,11.79,RU,2022-01-31 06:52:42,light snow
654,Mitsamiouli,-11.3847,43.2844,86.29,62,20,4.61,KM,2022-01-31 06:52:42,few clouds
655,Saint-Pierre,-21.3393,55.4781,85.64,78,100,21.85,RE,2022-01-31 06:52:42,overcast clouds
656,Lithakia,37.7167,20.8333,43.59,67,2,6.31,GR,2022-01-31 06:52:43,clear sky
657,Araouane,18.9048,-3.5265,65.1,19,44,10.96,ML,2022-01-31 06:52:43,scattered clouds
658,Huarmey,-10.0681,-78.1522,69.53,90,100,6.38,PE,2022-01-31 06:52:43,overcast clouds
659,Kurumkan,54.3,110.3,-5.3,94,99,1.14,RU,2022-01-31 06:52:44,overcast clouds
660,Merauke,-8.4667,140.3333,84.13,70,100,7.7,ID,2022-01-31 06:52:44,heavy intensity rain
661,Moose Factory,51.2585,-80.6094,-20.22,76,0,2.3,CA,2022-01-31 06:52:45,clear sky
662,Wajir,1.7471,40.0573,80.56,61,75,11.5,KE,2022-01-31 06:48:02,broken clouds
663,Frontera,26.9333,-101.45,55.33,64,27,1.99,MX,2022-01-31 06:52:45,scattered clouds
664,Akyab,20.15,92.9,74.84,38,5,10.04,MM,2022-01-31 06:52:45,clear sky
665,Wahpeton,46.2652,-96.6059,12.92,85,0,10.36,US,2022-01-31 06:52:46,clear sky
666,Benton Harbor,42.1167,-86.4542,28.63,72,100,0.0,US,2022-01-31 06:52:46,overcast clouds
667,Pasni,25.2631,63.471,74.1,58,0,9.15,PK,2022-01-31 06:52:46,clear sky
668,Pangody,65.85,74.4859,-2.58,96,82,8.32,RU,2022-01-31 06:52:47,broken clouds
669,Bambous Virieux,-20.3428,57.7575,84.45,74,75,14.97,MU,2022-01-31 06:52:47,broken clouds
670,Buraydah,26.326,43.975,61.25,36,82,17.96,SA,2022-01-31 06:52:47,broken clouds
671,Ryotsu,38.0833,138.4333,37.36,58,100,22.82,JP,2022-01-31 06:52:48,overcast clouds
672,Khorixas,-20.3667,14.9667,65.93,58,99,2.17,NA,2022-01-31 06:52:48,overcast clouds
673,Nerchinskiy Zavod,51.3088,119.61,1.74,85,84,1.68,RU,2022-01-31 06:52:48,broken clouds
674,Cowansville,45.2001,-72.7491,11.16,82,97,2.3,CA,2022-01-31 06:52:49,overcast clouds
675,Charlottesville,38.0293,-78.4767,23.41,79,49,3.0,US,2022-01-31 06:52:49,scattered clouds
676,Masyaf,35.0653,36.3406,41.05,85,100,4.52,SY,2022-01-31 06:52:50,overcast clouds
677,Alwar Tirunagari,8.6,77.95,88.02,62,40,9.22,IN,2022-01-31 06:52:50,haze
678,Soma,39.1855,27.6094,38.98,75,10,3.44,TR,2022-01-31 06:52:50,clear sky
679,Pangai,-19.8,-174.35,81.75,69,100,11.5,TO,2022-01-31 06:52:51,overcast clouds
680,Xunchang,28.4543,104.715,51.17,53,89,3.2,CN,2022-01-31 06:52:51,overcast clouds
681,Simao,22.7886,100.9748,68.9,28,4,7.07,CN,2022-01-31 06:52:52,clear sky
682,Pucallpa,-8.3791,-74.5539,68.9,97,87,1.03,PE,2022-01-31 06:52:52,overcast clouds
683,Polyarnyy,69.1989,33.4478,9.07,100,87,8.1,RU,2022-01-31 06:52:52,overcast clouds
684,Axim,4.8699,-2.2405,75.85,85,100,2.8,GH,2022-01-31 06:52:53,overcast clouds
685,Gold Coast,-28.0,153.4333,87.46,80,40,5.99,AU,2022-01-31 06:49:54,scattered clouds
686,Shelburne,44.0787,-80.2041,17.6,89,62,8.77,CA,2022-01-31 06:52:53,broken clouds
687,Warrington,53.3925,-2.5802,43.99,73,84,5.99,GB,2022-01-31 06:52:54,broken clouds
688,Brigantine,39.4101,-74.3646,25.02,74,100,0.0,US,2022-01-31 06:52:54,overcast clouds
689,Ust-Tsilma,65.441,52.1498,8.55,94,100,5.28,RU,2022-01-31 06:52:54,overcast clouds
690,Mali,12.079,-12.2982,58.32,20,6,2.33,GN,2022-01-31 06:53:55,clear sky
691,Quatre Cocos,-20.2078,57.7625,84.31,73,42,20.47,MU,2022-01-31 06:53:55,scattered clouds
692,Luziania,-16.2525,-47.9503,69.49,94,96,4.79,BR,2022-01-31 06:53:55,overcast clouds
693,Abadiania,-16.2042,-48.7069,67.12,97,100,4.29,BR,2022-01-31 06:53:56,overcast clouds
694,Daryapur,20.9333,77.3333,82.44,15,0,5.23,IN,2022-01-31 06:53:56,clear sky
695,Batticaloa,7.7102,81.6924,81.95,70,52,14.56,LK,2022-01-31 06:53:56,broken clouds
696,Ilhabela,-23.7781,-45.3581,73.24,87,96,4.09,BR,2022-01-31 06:53:57,overcast clouds
697,Pangoa,-12.1167,-73.0,64.58,99,100,2.01,PE,2022-01-31 06:53:57,light rain
698,Asino,56.9979,86.1452,17.87,86,23,5.88,RU,2022-01-31 06:53:58,few clouds
699,Semirom,31.4167,51.5667,31.69,51,42,4.99,IR,2022-01-31 06:53:58,scattered clouds
700,Grand Gaube,-20.0064,57.6608,84.6,75,99,22.68,MU,2022-01-31 06:53:58,overcast clouds
701,Emba,48.8264,58.1442,29.07,89,100,16.82,KZ,2022-01-31 06:53:59,overcast clouds
702,Ngunguru,-35.6167,174.5,70.16,81,100,16.82,NZ,2022-01-31 06:53:59,overcast clouds
703,Swan Hill,-35.3378,143.5544,96.31,17,0,8.28,AU,2022-01-31 06:53:59,clear sky
704,San Carlos De Bariloche,-41.1456,-71.3082,47.95,53,0,13.8,AR,2022-01-31 06:54:00,clear sky
705,Loandjili,-4.7561,11.8578,77.11,94,40,4.61,CG,2022-01-31 06:54:00,scattered clouds
706,Kusu,33.2831,131.1514,47.46,44,5,6.91,JP,2022-01-31 06:54:00,clear sky
707,Drumheller,51.4617,-112.7101,40.28,80,100,5.75,CA,2022-01-31 06:51:00,overcast clouds
708,Snyder,32.7179,-100.9176,53.53,40,40,6.91,US,2022-01-31 06:54:01,scattered clouds
709,Teya,60.3778,92.6267,12.09,90,100,3.04,RU,2022-01-31 06:54:01,overcast clouds
710,Kaeo,-35.1,173.7833,70.32,88,100,13.78,NZ,2022-01-31 06:54:02,moderate rain
711,Ipixuna,-1.7625,-48.8043,73.35,98,100,2.77,BR,2022-01-31 06:54:02,moderate rain
712,Paamiut,61.994,-49.6678,29.82,73,100,46.04,GL,2022-01-31 06:54:02,overcast clouds
713,Ketchikan,55.3422,-131.6461,35.58,96,84,3.2,US,2022-01-31 06:54:03,light rain
714,Kalaleh,37.3807,55.4916,46.0,66,0,4.61,IR,2022-01-31 06:54:03,clear sky
715,Jumla,29.2747,82.1838,52.61,23,0,7.52,NP,2022-01-31 06:54:04,clear sky
716,Salinas,36.6777,-121.6555,51.69,88,0,5.75,US,2022-01-31 06:52:28,clear sky
717,Havoysund,70.9963,24.6622,27.48,88,100,14.45,NO,2022-01-31 06:54:04,light snow
718,Athens,37.9795,23.7162,49.6,63,20,1.01,GR,2022-01-31 06:49:34,few clouds
719,Aktau,43.65,51.2,41.58,70,4,14.29,KZ,2022-01-31 06:54:04,clear sky
720,Champerico,14.3,-91.9167,77.04,72,1,4.25,GT,2022-01-31 06:54:05,clear sky
721,Bhag,29.0415,67.8239,73.72,17,3,2.53,PK,2022-01-31 06:54:05,clear sky
722,Ust-Nera,64.5667,143.2,-10.86,100,95,2.84,RU,2022-01-31 06:54:05,overcast clouds
723,Constitucion,-35.3333,-72.4167,58.19,65,0,7.47,CL,2022-01-31 06:50:56,clear sky
724,Moron,-34.6534,-58.6198,71.96,86,3,5.99,AR,2022-01-31 06:54:06,clear sky
725,Banfora,10.6333,-4.7667,69.26,13,25,6.33,BF,2022-01-31 06:54:06,scattered clouds
726,Morgan City,29.6994,-91.2068,45.03,100,0,0.0,US,2022-01-31 06:54:07,mist
727,Robertsport,6.7533,-11.3686,76.05,93,11,6.2,LR,2022-01-31 06:54:07,few clouds
728,Estevan,49.1334,-102.9842,25.14,93,75,6.55,CA,2022-01-31 06:54:08,broken clouds
729,Bonavista,48.6499,-53.1147,36.12,76,14,22.48,CA,2022-01-31 06:54:08,few clouds
